date	C	C#	D	D#	E	F	F#	G	G#	A	A#	B
Dec 31 1950	4.3478260869565215	13.043478260869565	13.043478260869565	4.3478260869565215	0	4.3478260869565215	4.3478260869565215	17.391304347826086	13.043478260869565	4.3478260869565215	21.73913043478261	0
Dec 31 1951	11.538461538461538	15.384615384615385	7.6923076923076925	7.6923076923076925	0	11.538461538461538	3.8461538461538463	15.384615384615385	7.6923076923076925	3.8461538461538463	11.538461538461538	1
Dec 30 1952	12.5	4.166666666666666	20.833333333333336	8.333333333333332	4.166666666666666	0	4.166666666666666	12.5	8.333333333333332	8.333333333333332	12.5	1
Dec 31 1953	14.814814814814813	11.11111111111111	18.51851851851852	7.4074074074074066	11.11111111111111	3.7037037037037033	0	11.11111111111111	14.814814814814813	0	7.4074074074074066	0
Dec 31 1954	13.793103448275861	3.4482758620689653	17.24137931034483	3.4482758620689653	3.4482758620689653	10.344827586206897	0	6.896551724137931	13.793103448275861	6.896551724137931	13.793103448275861	2
Dec 31 1955	12.5	8.333333333333332	12.5	8.333333333333332	0	0	0	16.666666666666664	4.166666666666666	25	8.333333333333332	1
Dec 30 1956	11.11111111111111	9.876543209876543	7.4074074074074066	6.172839506172839	7.4074074074074066	9.876543209876543	1.2345679012345678	11.11111111111111	12.345679012345679	11.11111111111111	7.4074074074074066	4
Dec 31 1957	11.494252873563218	5.747126436781609	10.344827586206897	8.045977011494253	6.896551724137931	4.597701149425287	3.4482758620689653	9.195402298850574	11.494252873563218	11.494252873563218	13.793103448275861	3
Dec 31 1958	13.924050632911392	3.79746835443038	5.063291139240507	6.329113924050633	8.860759493670885	10.126582278481013	3.79746835443038	11.39240506329114	6.329113924050633	10.126582278481013	17.72151898734177	2
Dec 31 1959	12.643678160919542	9.195402298850574	4.597701149425287	12.643678160919542	8.045977011494253	6.896551724137931	5.747126436781609	12.643678160919542	4.597701149425287	8.045977011494253	12.643678160919542	2
Dec 30 1960	7.6923076923076925	7.6923076923076925	6.593406593406594	7.6923076923076925	6.593406593406594	18.681318681318682	3.296703296703297	13.186813186813188	6.593406593406594	7.6923076923076925	8.791208791208792	5
Dec 31 1961	10.465116279069768	6.976744186046512	17.441860465116278	3.488372093023256	5.813953488372093	8.13953488372093	2.3255813953488373	12.790697674418606	9.30232558139535	11.627906976744185	8.13953488372093	3
Dec 31 1962	14.893617021276595	5.319148936170213	8.51063829787234	6.382978723404255	7.446808510638298	15.957446808510639	1.0638297872340425	8.51063829787234	4.25531914893617	17.02127659574468	6.382978723404255	4
Dec 31 1963	12.087912087912088	7.6923076923076925	6.593406593406594	8.791208791208792	9.89010989010989	9.89010989010989	3.296703296703297	12.087912087912088	7.6923076923076925	10.989010989010989	6.593406593406594	4
Dec 30 1964	14.942528735632186	10.344827586206897	6.896551724137931	8.045977011494253	9.195402298850574	4.597701149425287	6.896551724137931	6.896551724137931	2.2988505747126435	17.24137931034483	5.747126436781609	6
Dec 31 1965	13.636363636363635	7.954545454545454	11.363636363636363	1.1363636363636365	10.227272727272728	9.090909090909092	7.954545454545454	10.227272727272728	2.272727272727273	14.772727272727273	6.8181818181818175	4
Dec 31 1966	11.702127659574469	5.319148936170213	10.638297872340425	7.446808510638298	9.574468085106384	9.574468085106384	7.446808510638298	7.446808510638298	5.319148936170213	11.702127659574469	6.382978723404255	7
Dec 31 1967	13.636363636363635	3.4090909090909087	13.636363636363635	2.272727272727273	9.090909090909092	7.954545454545454	5.681818181818182	15.909090909090908	3.4090909090909087	12.5	10.227272727272728	2
Dec 30 1968	12.76595744680851	5.319148936170213	15.957446808510639	5.319148936170213	8.51063829787234	9.574468085106384	7.446808510638298	10.638297872340425	4.25531914893617	9.574468085106384	5.319148936170213	5
Dec 31 1969	11.827956989247312	5.376344086021505	12.903225806451612	2.1505376344086025	6.451612903225806	10.75268817204301	3.225806451612903	11.827956989247312	5.376344086021505	18.27956989247312	6.451612903225806	5
Dec 31 1970	7.4074074074074066	7.4074074074074066	8.641975308641975	3.7037037037037033	9.876543209876543	13.580246913580247	1.2345679012345678	11.11111111111111	11.11111111111111	17.28395061728395	4.938271604938271	3
Dec 31 1971	13.253012048192772	7.228915662650602	18.072289156626507	4.819277108433735	7.228915662650602	3.614457831325301	6.024096385542169	12.048192771084338	3.614457831325301	7.228915662650602	6.024096385542169	9
Dec 31 1973	13.48314606741573	10.112359550561797	12.359550561797752	3.3707865168539324	8.98876404494382	10.112359550561797	4.49438202247191	12.359550561797752	3.3707865168539324	10.112359550561797	4.49438202247191	6
Dec 31 1974	14.285714285714285	6.593406593406594	12.087912087912088	2.197802197802198	7.6923076923076925	9.89010989010989	4.395604395604396	13.186813186813188	4.395604395604396	13.186813186813188	4.395604395604396	7
Dec 31 1975	18.823529411764707	4.705882352941177	9.411764705882353	0	9.411764705882353	9.411764705882353	1.1764705882352942	12.941176470588237	3.5294117647058822	15.294117647058824	11.76470588235294	3
Dec 30 1976	14.285714285714285	7.6923076923076925	8.791208791208792	5.4945054945054945	7.6923076923076925	10.989010989010989	1.098901098901099	14.285714285714285	2.197802197802198	9.89010989010989	9.89010989010989	7
Dec 31 1977	22.340425531914892	4.25531914893617	9.574468085106384	5.319148936170213	6.382978723404255	9.574468085106384	4.25531914893617	7.446808510638298	4.25531914893617	13.829787234042554	8.51063829787234	4
Dec 31 1978	15.384615384615385	5.4945054945054945	7.6923076923076925	1.098901098901099	6.593406593406594	7.6923076923076925	4.395604395604396	13.186813186813188	6.593406593406594	16.483516483516482	4.395604395604396	10
Dec 31 1979	11.235955056179774	10.112359550561797	15.730337078651685	2.247191011235955	7.865168539325842	13.48314606741573	5.617977528089887	8.98876404494382	6.741573033707865	8.98876404494382	4.49438202247191	4
Dec 30 1980	23.076923076923077	9.89010989010989	7.6923076923076925	1.098901098901099	6.593406593406594	6.593406593406594	3.296703296703297	13.186813186813188	1.098901098901099	14.285714285714285	10.989010989010989	2
Dec 31 1981	17.857142857142858	3.571428571428571	14.285714285714285	4.761904761904762	3.571428571428571	8.333333333333332	4.761904761904762	4.761904761904762	3.571428571428571	17.857142857142858	9.523809523809524	6
Dec 31 1982	14.606741573033707	8.98876404494382	13.48314606741573	2.247191011235955	13.48314606741573	6.741573033707865	1.1235955056179776	8.98876404494382	5.617977528089887	12.359550561797752	4.49438202247191	7
Dec 31 1983	20	7.777777777777778	7.777777777777778	4.444444444444445	4.444444444444445	6.666666666666667	5.555555555555555	11.11111111111111	4.444444444444445	14.444444444444443	4.444444444444445	8
Dec 30 1984	11.363636363636363	11.363636363636363	11.363636363636363	2.272727272727273	6.8181818181818175	6.8181818181818175	3.4090909090909087	11.363636363636363	2.272727272727273	13.636363636363635	9.090909090909092	9
Dec 31 1985	12.087912087912088	7.6923076923076925	12.087912087912088	4.395604395604396	8.791208791208792	8.791208791208792	5.4945054945054945	13.186813186813188	5.4945054945054945	10.989010989010989	5.4945054945054945	5
Dec 31 1986	16.304347826086957	9.782608695652174	7.608695652173914	3.260869565217391	8.695652173913043	13.043478260869565	10.869565217391305	6.521739130434782	5.434782608695652	8.695652173913043	4.3478260869565215	5
Dec 31 1987	11.11111111111111	11.11111111111111	7.777777777777778	0	11.11111111111111	7.777777777777778	4.444444444444445	13.333333333333334	7.777777777777778	10	8.88888888888889	6
Dec 30 1988	13.953488372093023	6.976744186046512	15.11627906976744	5.813953488372093	9.30232558139535	4.651162790697675	3.488372093023256	4.651162790697675	6.976744186046512	9.30232558139535	9.30232558139535	9
Dec 31 1989	6.097560975609756	8.536585365853659	14.634146341463413	2.4390243902439024	9.75609756097561	4.878048780487805	10.975609756097562	15.853658536585366	4.878048780487805	10.975609756097562	4.878048780487805	5
Dec 31 1990	16.470588235294116	12.941176470588237	3.5294117647058822	2.3529411764705883	4.705882352941177	18.823529411764707	5.88235294117647	8.235294117647058	4.705882352941177	7.0588235294117645	9.411764705882353	5
Dec 31 1991	5.681818181818182	21.59090909090909	9.090909090909092	3.4090909090909087	9.090909090909092	6.8181818181818175	11.363636363636363	7.954545454545454	5.681818181818182	9.090909090909092	5.681818181818182	4
Dec 30 1992	11.235955056179774	13.48314606741573	5.617977528089887	2.247191011235955	6.741573033707865	12.359550561797752	6.741573033707865	12.359550561797752	4.49438202247191	7.865168539325842	6.741573033707865	9
Dec 31 1993	5.4945054945054945	12.087912087912088	13.186813186813188	2.197802197802198	6.593406593406594	10.989010989010989	4.395604395604396	13.186813186813188	7.6923076923076925	5.4945054945054945	8.791208791208792	9
Dec 31 1994	10.112359550561797	5.617977528089887	3.3707865168539324	4.49438202247191	12.359550561797752	10.112359550561797	8.98876404494382	12.359550561797752	2.247191011235955	15.730337078651685	5.617977528089887	8
Dec 31 1995	12.790697674418606	8.13953488372093	2.3255813953488373	1.1627906976744187	5.813953488372093	10.465116279069768	10.465116279069768	13.953488372093023	10.465116279069768	6.976744186046512	8.13953488372093	8
Dec 30 1996	7.792207792207792	7.792207792207792	15.584415584415584	3.896103896103896	5.194805194805195	6.493506493506493	10.38961038961039	5.194805194805195	6.493506493506493	11.688311688311687	7.792207792207792	9
Dec 31 1997	7.228915662650602	14.457831325301203	6.024096385542169	3.614457831325301	3.614457831325301	10.843373493975903	6.024096385542169	10.843373493975903	7.228915662650602	9.63855421686747	8.433734939759036	10
Dec 31 1999	9.45945945945946	17.56756756756757	6.756756756756757	8.108108108108109	2.7027027027027026	2.7027027027027026	5.405405405405405	14.864864864864865	5.405405405405405	9.45945945945946	8.108108108108109	7
Dec 30 2000	10.975609756097562	12.195121951219512	9.75609756097561	2.4390243902439024	9.75609756097561	7.317073170731707	6.097560975609756	17.073170731707318	4.878048780487805	7.317073170731707	4.878048780487805	6
Dec 31 2001	8.333333333333332	15.277777777777779	11.11111111111111	5.555555555555555	6.944444444444445	6.944444444444445	6.944444444444445	16.666666666666664	5.555555555555555	8.333333333333332	2.7777777777777777	4
Dec 31 2002	10.144927536231885	10.144927536231885	15.942028985507244	4.3478260869565215	5.797101449275362	2.898550724637681	10.144927536231885	11.594202898550725	8.695652173913043	7.246376811594203	2.898550724637681	7
Dec 31 2003	3.278688524590164	11.475409836065573	9.836065573770492	3.278688524590164	13.114754098360656	22.950819672131146	8.19672131147541	8.19672131147541	6.557377049180328	1.639344262295082	8.19672131147541	2
Dec 30 2004	9.090909090909092	13.636363636363635	12.121212121212121	3.0303030303030303	9.090909090909092	10.606060606060606	6.0606060606060606	9.090909090909092	4.545454545454546	9.090909090909092	3.0303030303030303	7
Dec 31 2005	8.333333333333332	20.833333333333336	6.944444444444445	0	5.555555555555555	8.333333333333332	6.944444444444445	12.5	4.166666666666666	12.5	5.555555555555555	6
Dec 31 2006	7.352941176470589	14.705882352941178	5.88235294117647	5.88235294117647	7.352941176470589	10.294117647058822	10.294117647058822	14.705882352941178	8.823529411764707	8.823529411764707	4.411764705882353	1
Dec 31 2007	18.75	12.5	9.375	3.125	3.125	6.25	9.375	15.625	4.6875	9.375	6.25	1
Dec 30 2008	7.462686567164178	10.44776119402985	10.44776119402985	2.9850746268656714	8.955223880597014	7.462686567164178	5.970149253731343	7.462686567164178	7.462686567164178	10.44776119402985	1.4925373134328357	13
Dec 31 2009	11.538461538461538	14.102564102564102	1.282051282051282	3.8461538461538463	6.41025641025641	11.538461538461538	10.256410256410255	7.6923076923076925	8.974358974358974	10.256410256410255	3.8461538461538463	8
Dec 31 2010	14.0625	14.0625	6.25	4.6875	7.8125	12.5	4.6875	4.6875	3.125	6.25	9.375	8
Dec 31 2011	4.3478260869565215	8.695652173913043	13.043478260869565	7.246376811594203	11.594202898550725	10.144927536231885	7.246376811594203	8.695652173913043	5.797101449275362	10.144927536231885	1.4492753623188406	8
Dec 30 2012	12.5	13.750000000000002	8.75	0	5	7.5	2.5	13.750000000000002	11.25	11.25	5	7
Dec 31 2014	6.349206349206349	14.285714285714285	9.523809523809524	3.1746031746031744	4.761904761904762	6.349206349206349	7.936507936507936	11.11111111111111	6.349206349206349	14.285714285714285	4.761904761904762	7
